id;post;created
1575;Commercial Vente Indirect;01/12/2017 15:07
1576;Trade Developper ;01/12/2017 15:07
1577;Membre d'équipe de projet;02/12/2017 10:38
1578;Assistante suivi et évaluation de projet;02/12/2017 10:38
1579;Assistante du responsable administratif et financier;02/12/2017 10:38
1580;Rzsponsable du département Informatique;04/12/2017 07:36
1581;Ingénieur concepteur, developeur informatique;04/12/2017 07:36
1582;conseil d'admnistration;04/12/2017 07:51
1583;Responsable logistique et comptable;04/12/2017 07:51
1584;Chargé de qualité Italohone;04/12/2017 09:25
1585;media player;04/12/2017 13:24
1586;animation;04/12/2017 14:23
1587;Responsable livraison et de trésorerie ;04/12/2017 15:18
1588;Assistante administrative/Magasinière ;04/12/2017 15:18
1589;Conseillère de vente ;04/12/2017 15:18
1590;ASSISTANTE ACHATS DIRECTION DEVELOPPEMENT AGRICOLE;04/12/2017 15:26
1591;Hotesse évènementiel;04/12/2017 15:58
1592;Electricien, maintenancier;05/12/2017 07:39
1593;Infirmière;05/12/2017 12:12
1594;Trade developpeur ;05/12/2017 16:04
1595;Assistant admnistratif et financier;06/12/2017 07:30
1596;opératrice de saisie on line, découpeur;06/12/2017 08:16
1597;Caissière et comptable;06/12/2017 14:10
1598;Coordinateur Technique, Responsable de Projet et d'exploitation;06/12/2017 14:42
1599;Patissière;06/12/2017 15:15
1600;Stagiaire Patissière;06/12/2017 15:15
1601;Femme de Ménage;07/12/2017 15:53
1602;Auditeur en Chef Santé sécurité;07/12/2017 16:06
1603;Facilitateur 5S - Lean Management;07/12/2017 16:06
1604;Conseiller Santé sécurité;07/12/2017 16:06
1605;Superviseur QHSE;07/12/2017 16:06
1606;DIRECTEUR ADMINISTRATIF ET FINANCIER;07/12/2017 16:53
1607;Assistant marketing;08/12/2017 09:09
1608;Directeur Systeme d'Information;08/12/2017 09:58
1609;Responsable Projet IT;08/12/2017 09:58
1610;Ingénieur de production;08/12/2017 10:41
1611;Responsable de salle;08/12/2017 10:41
1612;Contrôleur;08/12/2017 10:41
1613;Agent validateur;08/12/2017 11:06
1614;formation;09/12/2017 10:04
1615;"Commercial et  Conseiller clientèle; comptabilité";09/12/2017 10:15
1616;Analyste de credit ;09/12/2017 10:39
1617;INTERNE;09/12/2017 19:15
1618;Agent de sureté;11/12/2017 09:14
1619;Directeur Exécutif;11/12/2017 13:26
1620;Responsable VIP room Air France;11/12/2017 13:35
1621;SECRETAIRE CONTRACTUELLE;11/12/2017 13:57
1622;animatrice radio;11/12/2017 15:00
1623;Consultant,Auditeur;12/12/2017 07:35
1624;technicien biologiste;12/12/2017 07:39
1625;technicien laboratoire;12/12/2017 07:39
1626;Depanneur et maintenancier;12/12/2017 08:00
1627;Serveur;12/12/2017 15:15
1628;enquêtrice sur terrain;12/12/2017 16:21
1629;contrôleur de qualité;13/12/2017 10:49
1630;Opérateur  de traitement de documents;13/12/2017 15:40
1631;Agent Admnistrative, assistante technique, responsable projet;13/12/2017 15:56
1632;chef boulanger;14/12/2017 08:56
1633;;14/12/2017 08:59
1634;Agent Guichet Foncier;14/12/2017 13:02
1635;Representant Commercial puis Regionals Sales Manager;14/12/2017 13:02
1636;Secretaire standardiste;14/12/2017 15:36
1637;Responsable server;15/12/2017 08:24
1638;Ingénieur d'Etudes et de Méthodes;15/12/2017 13:08
1639;Superviseur de chantier;15/12/2017 13:08
1640;Assistant Conducteur de Travaux;15/12/2017 13:08
1641;Conseiller clientèlle;15/12/2017 15:20
1642;Commerciale et maquilleuse;15/12/2017 15:25
1643;HOMME A TOUT FAIRE;18/12/2017 07:50
1644;Juriste;18/12/2017 09:14
1645;Aide planificateur de maintenance;18/12/2017 09:29
1646;Aide responsable HSE;18/12/2017 09:29
1647;Anlyste;18/12/2017 11:59
1648;Operateur Machine et de tricotage;18/12/2017 14:26
1649;Agent admnistrative et financière;18/12/2017 14:26
1650;assistant chef de service;18/12/2017 14:28
1651;Redacteur web freelance;18/12/2017 14:48
1652;Agent admnistratif et financière;18/12/2017 14:48
1653;Chef responsable de la boulangerie;18/12/2017 15:29
1654;Agent de recouvrement et Agent Logistique;18/12/2017 15:34
1655;Chef résponsable  de la boulangerie;18/12/2017 15:34
1656;responsable informatique, Responsable Communication, assistant import;19/12/2017 11:47
1657;Enseignante de science de la vie et de l;19/12/2017 12:49
1658;Stage de 4 mois;19/12/2017 15:47
1659;Analyste Siège;19/12/2017 16:12
1660;Superviseur d'animation et commercial;19/12/2017 16:12
1661;Agent enqêteur;20/12/2017 07:28
1662;Chargé d'étude;20/12/2017 07:35
1663;Gestionnaire de Base de données;20/12/2017 07:39
1664;stagiaire en tant que manager;20/12/2017 08:15
1665;conseille clientel - téléoperateur;20/12/2017 09:53
1666;agent de collect et chef de chantier;20/12/2017 09:53
1667;Formation en téléopérateur;21/12/2017 08:03
1668;Téléopératrice on line ;21/12/2017 08:38
1669;Vendeur et traitement service après vente;21/12/2017 08:40
1670;Assistant Admnistratif;21/12/2017 09:17
1671;Animateur et vendeur commercial;21/12/2017 09:17
1672;Sereveur;22/12/2017 08:14
1673;Rédacteur en chef;22/12/2017 12:48
1674;Journaliste;22/12/2017 12:48
1675;Responsable pôle web;22/12/2017 12:48
1676;Secrétaire et mise en place du site midi et gazetiko;22/12/2017 12:48
1677;Chef de rang;22/12/2017 13:10
1678;;26/12/2017 13:31
1679;Agent de collecte,chef de chantier,enqeuteur;27/12/2017 08:30
1680;Réceptionniste et Agent administrative de l’hôtel sifaka auberge ;27/12/2017 10:42
1681; assistante commercial;27/12/2017 13:36
1682;Assistante Commerciale au prés de la Société ANKARANA RHUM ;27/12/2017 14:15
1683;Réceptionniste et Agent administrative de l’hôtel sifaka auberge (même groupe de société).;27/12/2017 14:15
1684;Concepteur et réalisateur d'emission;28/12/2017 09:38
1685;Flux internationaux;04/01/2018 17:45
1686;Professeurs anglais;05/01/2018 09:04
1687;Professeurs anglais parlé;05/01/2018 09:04
1688;Stagiaire en contrôle de gestion;10/01/2018 16:33
1689;Consultant Business Intelligence;11/01/2018 07:15
1690;RECEPTIONNISTE/ responsable d'hebergement/ gerant d'hôtel;12/01/2018 18:47
1691;Chauffeur, gérant magasin, responsable commercial, magasinier, recouvrement, responsable parc auto (location de vehicule);14/01/2018 19:43
1692;Responsable d'equipe;15/01/2018 09:10
1693;Agent numériseur;15/01/2018 12:31
1694;Contrôleur  numeriseur;15/01/2018 12:44
1695;Secretaire d'examen au baccalauréat;15/01/2018 12:57
1696;stagiaire en Assistante comptable;15/01/2018 16:22
1697;Conducteur de travaux, Chef de chantier;15/01/2018 16:37
1698;Conseillère experte;15/01/2018 16:58
1699;Expert Metier;15/01/2018 16:58
1700;Assureur Qualité Discours;15/01/2018 16:58
1701;Surveillant média;16/01/2018 09:38
1702;Responsable Qualité Process - Auditeur Qualité Interne;16/01/2018 11:07
1703;Chargé de la Qualité CDO;16/01/2018 11:07
1704;Responsable Logistique et Ressources Humaines;16/01/2018 11:07
1705;Auditeur Qualité Interne;16/01/2018 11:07
1706;Caissier, Aide comptable;17/01/2018 07:29
1707;Stagiaire caissier, aide comptable;17/01/2018 08:18
1708;COORDINATRICE FINITION ;19/01/2018 13:11
1709;Moderatrice;19/01/2018 15:42
1710;...;21/01/2018 10:55
1711;VALIDEUR ET RESPONSABLE DE FRONT-OFFICE;22/01/2018 11:58
1712;annimateur;23/01/2018 07:02
1713;MEDIA PALNNEUR;23/01/2018 07:27
1714;Opérateur Call;24/01/2018 14:47
1715;Responsable des Services Généraux ;24/01/2018 14:47
1716;maçon, electricien;24/01/2018 15:06
1717;Facturiere.operateure de saisie;24/01/2018 15:57
1718;Charge de Qualité Italophone;25/01/2018 07:56
1719;stagiaire dans le département logistique technique;25/01/2018 08:30
1720;Representante;25/01/2018 14:50
1721;Stagiaire en comunication;25/01/2018 15:07
1722;"o	Opérateur de saisie (10.000 caractères à l’heure) o	Assistant Marketing web: SEO, SEA. o	Opérateur web";25/01/2018 21:28
1723;Opérateur de saisie polyvalent ;25/01/2018 21:28
1724;Chargé Administrative;26/01/2018 10:48
1725;"Modératrice Web; responsable référencement";26/01/2018 13:08
1726;frappe de saisie et vendeur;28/01/2018 15:39
1727;Representante de l'agence;29/01/2018 07:55
1728;Administrateur Systeme et Reseau (Technicien Support Niveau 2);29/01/2018 14:46
1729;;29/01/2018 15:02
1730;Technical System Sécurity Controleur;29/01/2018 15:15
1731;Technicien Hotliner, Support Niveau I (Helpdesk);29/01/2018 15:15
1732;Stagiaire en secretaire particulier;29/01/2018 16:04
1733;guitariste et chanteur;02/02/2018 20:16
1734;Agent  administratif;03/02/2018 10:25
1735;OPERATEUR EN LIGNE;05/02/2018 10:18
1736;;06/02/2018 11:42
1737;Chef de sous groupement;07/02/2018 11:53
1738;Chef de division exploitation centrale thermique;07/02/2018 11:53
1739;Chef d'usine centrale thermique;07/02/2018 11:53
1740;Responsable maintenance de la centrale thermique;07/02/2018 11:53
1741;Chef mécanicien itinerant;07/02/2018 11:53
1742;Magasinniere;07/02/2018 12:23
1743;Responsable référencement;07/02/2018 16:09
1744;Modératrice web;07/02/2018 16:09
1745;Responsable billetterie;07/02/2018 16:09
1746;Promoteur de vente;07/02/2018 16:09
1747;Assistante comptable et administrative;07/02/2018 16:47
1748;Facturiere;07/02/2018 16:47
1749;Responsable de caisse;07/02/2018 16:47
1750;Modérateur Francophone;08/02/2018 09:56
1751;Demand Creator (Commerciale);08/02/2018 10:07
1752;Hebergement/RESTAURANT/CUISINE;08/02/2018 15:07
1753;Communication - Promotion manager;08/02/2018 15:12
1754;Communication - Marketing manager;08/02/2018 15:12
1755;Responsable vente et marketing;08/02/2018 15:12
1756;Agent de Méthode technique;08/02/2018 15:50
1757;Responsable Méthode Technique;08/02/2018 15:50
1758;Chef de Brigade / Responsable VAD;08/02/2018 19:17
1759;Aide Maçon;08/02/2018 19:46
1760;Responsabilité Sociétale de l'Entreprise Stagiaire;09/02/2018 14:00
1761;Animatrice média Show;09/02/2018 14:00
1762;Programmeur du projet site web ITARO, TAF’ITA;09/02/2018 14:00
1763;Technicienne radiophonique;09/02/2018 14:00
1764;Standardiste,Aide comptable,approvisionnement,assistant responsable chantier;09/02/2018 14:20
1765;Chargé d’accueil;09/02/2018 15:39
1766;Guide;09/02/2018 15:39
1767;Laborantine;11/02/2018 13:38
1768;Administrateur de ventes groupe;13/02/2018 09:25
1769;Promoteur, Responsable District;13/02/2018 09:25
1770;Chargé Grand Comptes;13/02/2018 09:25
1771;Assistant Responsable Chantier ;13/02/2018 09:58
1772;Caissier Standardiste;13/02/2018 09:58
1773;Responsable Adjoint de Magasin;13/02/2018 10:50
1774;Directeur Adjoint de camping et restaurant de l’Auberge;13/02/2018 10:50
1775;Chargé de Qaulité francophone et italophone;13/02/2018 13:06
1776;conseil client;13/02/2018 15:00
1777;Sales and Marketing representative;13/02/2018 17:11
1778;Paoiste et Photographe;14/02/2018 09:47
1779;Photographe et Traiteur Photo;14/02/2018 10:08
1780;Photographe,graphiste;14/02/2018 10:08
1781;Responsable District;14/02/2018 11:12
1782;chauffeur -commercial;14/02/2018 13:33
1783;Référenceur d'un site de voyage (SEO);14/02/2018 15:34
1784;Modérateur vidéo (TV pro), skyblog, rencontre;14/02/2018 15:34
1785;Responsable administratif flotte location;14/02/2018 16:08
1786;Chargé Parc Auto Moto ;14/02/2018 16:33
1787;Prestataire de services en Logistique ;14/02/2018 16:33
1788;Responsable parc véhicule et planification ;14/02/2018 16:33
1789;Responsable parc véhicule;14/02/2018 16:33
1790;Responsable Trasport ;14/02/2018 16:33
1791;Assistant logistique et administratif;14/02/2018 16:33
1792;Mecanicien Poids Lourds ;14/02/2018 16:33
1793;Enseignante de la langue anglaise et culture patrimoine malgache;14/02/2018 21:37
1794;Stagiaire en agent forfaitiste;14/02/2018 21:37
1795;Stagiaire receptionniste;14/02/2018 21:37
1796;Stagiaire cuisine;14/02/2018 21:37
1797;Stagiaire - Chargé de Clientèle;15/02/2018 08:24
1798;Animateur et mascotte;17/02/2018 11:32
1799;Stage en entreprise touristique ;17/02/2018 11:32
1800;conseillère en bien être ;18/02/2018 12:10
1801;SHOP ADVISOR;18/02/2018 12:11
1802;agent tacabilité;19/02/2018 16:21
1803;Animateur, responsable de volet, chef de mission;19/02/2018 16:28
1804;Contrôleur Qualité et Livreur du département Appels Sortants ;19/02/2018 17:27
1805;Bureauticien;20/02/2018 10:42
1806;PRE-PRODUCTION OU AGENT DE METHODE;20/02/2018 10:42
1807;Chauffeur encaisseur;20/02/2018 11:37
1808;Superviseur administratif et comptable;20/02/2018 14:36
1809;assistante achat;20/02/2018 14:37
1810;Assistant logistique et Magasinier;20/02/2018 15:03
1811;Assistant Logistique (stagiaire);20/02/2018 15:17
1812;Assistant de bureau (stagiaire);20/02/2018 15:17
1813;Gestionnaire des stocks (stage);20/02/2018 16:22
1814;Développeur NET VB;21/02/2018 17:40
1815;Chef Sécurité;22/02/2018 11:41
1816;superviseur patrouilleur et missionnaire;22/02/2018 11:41
1817;Agent desécurité;22/02/2018 11:41
1818;Releveur encaisseur;22/02/2018 11:41
1819;Chef Chantier;22/02/2018 11:41
1820;Assistante de prévention ;22/02/2018 14:05
1821;Attachée de production et Commerciale de bureau ;22/02/2018 14:05
1822;Secrétaire Quality Manager;22/02/2018 15:08
1823;Assistante en développement et planification ;22/02/2018 15:11
1824;CHARGEE BACK OFFICE DE RECLAMMATION;22/02/2018 15:24
1825;OPERATRICE ANGLOPHONE ONLINE;22/02/2018 15:24
1826;Superviseur, chef d'équipe et collécteur;22/02/2018 15:53
1827;rédacteur web et SEO, Communication intérnational avec les plateforme ;22/02/2018 15:53
1828;;22/02/2018 16:35
1829;juriste habitat;22/02/2018 16:53
1830;Développeur - infographiste;22/02/2018 20:02
1831;Développeur Php - Python - windev;22/02/2018 20:02
1832;Conducteur et chauffeur;23/02/2018 10:33
1833;Conducteur d'Engin aux pelles;23/02/2018 10:33
1834;Conducteur d'engin chargeur aux pelles;23/02/2018 10:33
1835;Responsable Opération;23/02/2018 10:45
1836;Chargé de projet Clipping;23/02/2018 10:45
1837;Responsable d’Atelier de l’Atelier Texte;23/02/2018 10:45
1838;Contrôleur Qualité et Livreur de l’Atelier Texte;23/02/2018 10:45
1839;Consultante Chez Maky Engineering;23/02/2018 10:45
1840;Responsable de Projet Junior ;23/02/2018 10:45
1841;Assistant Responsable des Techniques Editoriaux ;23/02/2018 10:45
1842;Agent monitoring;23/02/2018 20:27
1843;Administrateur de Cantier;26/02/2018 14:04
1844;Chef de projet et Développeur Windev;28/02/2018 08:49
1845;stagiaire en conseillère clientéle;28/02/2018 10:32
1846;AGENT QUALITE;28/02/2018 10:32
1847;Assistante Direction Admin et FINanciere;28/02/2018 11:40
1848;IT Analyst;28/02/2018 16:48
1849;IT SUPPORT ENGINEER;28/02/2018 16:48
1850;IT Specialist;28/02/2018 16:48
1851;Gestionnaire de parc informatique et réseaux;28/02/2018 17:20
1852;Responsable billing;28/02/2018 17:20
1853;Technicien de maintenance bureautique;28/02/2018 17:20
1854;Technicien informatique stagiaire;28/02/2018 17:20
1855;Assistant personnel;01/03/2018 10:29
1856;Moderateur web Franco-Anglo-Italophone;01/03/2018 10:29
1857;Relation client et télémarketing du groupe Orange Madagascar;01/03/2018 10:29
1858;Chauffeur Location de voiture;01/03/2018 17:26
1859;Technicien Vsat et BLR;02/03/2018 13:19
1860;Gestion des marchés publiques;02/03/2018 16:35
1861;Responsable personnel Road ;03/03/2018 12:42
1862;ANIMATEUR ET PRESENTATEUR EMISSION;03/03/2018 12:42
1863;Operateur d'usine;03/03/2018 13:04
1864;accueil client ,commercial,recouvrement ;05/03/2018 09:43
1865;Chargée de renseignement base ;06/03/2018 11:09
1866;Chef Atelier;06/03/2018 14:51
1867;Stagiaire en gestion de personnel;06/03/2018 15:25
1868;Back-Office Ventes;07/03/2018 11:01
1869;COMMANDEUR;07/03/2018 22:19
1870;animateur de programme,téléopératrice,bénévole,chargée de cours;08/03/2018 15:58
1871;Informatisation Alphanumériques des Données Foncières;09/03/2018 16:46
1872;Gérant et Responsable des exploitations;09/03/2018 16:46
1873;CORRECTEUR  ET  RELECTEUR ;09/03/2018 16:46
1874;ELS;10/03/2018 09:34
1875;Formatrice en Education Financière;11/03/2018 09:35
1876;Directeur d'Agence Antananarivo;12/03/2018 15:35
1877;Responsable externalisation comptable;12/03/2018 15:35
1878;E.L.S(employer libre et service);13/03/2018 11:21
1879;consultante commerciale;13/03/2018 11:26
1880;Maintenance informatique et commerciale;14/03/2018 10:11
1881;Chef de projet Referencement;14/03/2018 14:58
1882;RESPONSABLE D'AFFAIRE;14/03/2018 17:05
1883;Administrateur de Ventes ;15/03/2018 09:34
1884;Bénévole;15/03/2018 14:10
1885;stagiaire en transit (assistante);15/03/2018 14:24
1886;Responsable de services généraux;15/03/2018 14:42
1887;GIS Analyst-Geophysicien;15/03/2018 15:50
1888;STAGIARE;16/03/2018 07:13
1889;Assistant Administratif/ Informaticien/ Chef de station;16/03/2018 09:49
1890;Agent de sécurité;16/03/2018 11:28
1891;Administrateur système IT;16/03/2018 11:54
1892;Contrôleur et Technicien informatique;16/03/2018 11:54
1893;Chargée de Veille Média ;16/03/2018 12:33
1894;VENDEUR DES PIECES MOTO;16/03/2018 18:59
1895;secrétaire et gestionaire de documents;18/03/2018 08:05
1896;rédactrice freelance;18/03/2018 22:37
1897;Géologue et Ingénieur des mines responsable techniques d’exploitation et d’exploration de gisement;19/03/2018 11:00
1898;Géologue Chef de  Projet ;19/03/2018 11:00
1899;Géologue Junior ;19/03/2018 11:00
1900;Sigist, Ingénieur de Mines Environnementaliste ;19/03/2018 11:00
1901;Chef de mission pour la prospection ;19/03/2018 11:00
1902;Géologue d’exploration, modélisation et responsable base de données;19/03/2018 11:00
1903;Ingénieur des Mines ;19/03/2018 11:00
1904;Administrateur système;19/03/2018 12:33
1905;Technicien Informatique et Contrôleur;19/03/2018 12:33
1906;Opérateur Back-office;20/03/2018 09:21
1907;Technicienne Réseaux et Systèmes;20/03/2018 10:43
1908;Freelance;20/03/2018 12:59
1909;Responsable des ventes ;20/03/2018 12:59
1910;Responsable d’Equipe Génie civil,  fondation et coffrage ;20/03/2018 12:59
1911;Mécanicien, Tôlier  ;20/03/2018 12:59
1912;Ouvrier Spécialisé Soudeur et Montage ;20/03/2018 12:59
1913;Chef d'atelier poids lourds;20/03/2018 12:59
1914;INFORMATICIENNE;20/03/2018 13:36
1915;SCHIFT SUPERVISOR;20/03/2018 13:36
1916;POGRAMMEUR FREE LANCE;20/03/2018 13:36
1917;Tôlier, Carrossier, Peintre;20/03/2018 13:57
1918;Tôlier, Carrossier, Marbre;20/03/2018 13:57
1919;Entrepreneur de Travaux Forestiers;20/03/2018 13:57
1920;Consultante Hydrobiologiste;20/03/2018 14:14
1921;Stagiaire  en Comptable;20/03/2018 15:01
1922;Netwrok support;20/03/2018 16:08
1923;Technicien Support Client ;20/03/2018 16:08
1924;Responsable Intervention Client;20/03/2018 16:08
1925;Responsable Opération Exploitation Maintenan ce et  Intervention Clients ;20/03/2018 16:08
1926;Stagiaire en performance data ;21/03/2018 16:17
1927;Chef de Secteurs ;22/03/2018 10:46
1928;Commercial Ventes Indirectes;22/03/2018 10:46
1929;Promoteur;22/03/2018 10:46
1930;Contrôleur des surtensions électriques;22/03/2018 11:32
1931;Opérateur control room  et télé-vidéo surveillance;22/03/2018 14:23
1932;PROGRAMMEUR FREE LANCE;22/03/2018 16:16
1933;pas de poste occupe;26/03/2018 20:54
1934;Secrétaire caissière;27/03/2018 11:22
1935;Financier;27/03/2018 11:31
1936;Stagiaire  en informatique;27/03/2018 22:54
1937;Stagiaire en programmation;27/03/2018 22:54
1938; superviseur en call center;31/03/2018 16:42
1939;ASSISTANT PERSONNEL et AGENT BPO;31/03/2018 17:14
1940;Télé-recruteur / Télé-opérateur / B.O;31/03/2018 17:14
1941;télé-prospecteur;31/03/2018 17:14
1942;Animateur de terrain/Responsable Régionale analamanga/ Attaché Résponsable Logistique;31/03/2018 17:14
1943;Responsable Commercial et Affaire général;03/04/2018 17:36
1944;RESPONSABLE ADMINISTRATIF & COMPTABLE;04/04/2018 10:17
1945;Assistante comptable , gestionnaire de stock, secretariat, charge personnel;04/04/2018 11:31
1946;Aide déclarant;04/04/2018 12:02
1947;Agent polyvalent;04/04/2018 12:02
1948;Commerciale de professionnelle independante;04/04/2018 12:02
1949;IGN( Institut Géographique National);04/04/2018 12:02
1950;Preparateur Equipement;05/04/2018 08:49
1951;Responsable de vente et de stock;05/04/2018 09:04
1952;Producteur des produits laitiers;05/04/2018 09:30
1953;Conseiller client au sein de la Société;05/04/2018 15:38
1954;**;06/04/2018 10:03
1955;Aucune Experience;06/04/2018 11:31
1956;collaborateur technique;06/04/2018 16:36
1957;stagiaire en recherche et développement;06/04/2018 16:59
1958;Manœuvre et aide chauffeur;10/04/2018 08:59
1959;Assistante Comptable, assistante de gestion ;11/04/2018 10:41
1960;consultant chargé de programme;11/04/2018 10:41
1961;Validation des BSC marchandises ;11/04/2018 12:49
1962;Agent Administratif CIVIO;11/04/2018 12:49
1963;Intérimaire;11/04/2018 12:49
1964;Realisation de cartographie;12/04/2018 10:37
1965;Professeur en Mathematique et physique chimie;13/04/2018 12:15
1966;réhabilitation de chariot élévateur Electrique;13/04/2018 12:15
1967;Formateur et educateur en informatique et Mathematique;14/04/2018 18:13
1968;Integrateur Web;17/04/2018 10:14
1969;CHAUFFEUR ET RESPONSABLE VOITURE;17/04/2018 11:11
1970;RESPONSABLE SONORISATION;17/04/2018 11:11
1971;RESPONSABLE MAINTENACE;17/04/2018 11:11
1972;DIRECTEUR DE SALLE(MACHINES A SOUS);17/04/2018 11:11
1973;Responsable clientèle et aide comptable;17/04/2018 13:50
1974;Responsable Force de vente et Second Responsable Marketing Evenementiel;17/04/2018 16:30
1975;Secretaire responsable ressource humaine;17/04/2018 17:03
1976;Assistante de gestion (Administrative et financière) ;18/04/2018 10:30
1977;Mpamakilain’iMadagasikara;18/04/2018 10:30
1978;Agent recenceur;18/04/2018 11:28
1979;Gestion clientèle;18/04/2018 13:37
1980;magasiière;18/04/2018 16:10
1981;Chargé d'accueil;18/04/2018 19:06
1982;service en salle;19/04/2018 12:09
1983;Journaliste et communicatrice;19/04/2018 12:09
1984;Responsable point de vente;19/04/2018 13:01
1985;Responsable vente et accueil;19/04/2018 13:01
1986;"Agent d""Activites et Animation";19/04/2018 13:01
1987;Guide touristique local ;19/04/2018 13:01
1988;Agent d;19/04/2018 14:32
1989;Réceptionniste et caissière;19/04/2018 14:45
1990;Stagière;19/04/2018 14:46
1991;Chef de Rang - Commis de Cuisine - Chef de Partie;19/04/2018 16:59
1992;Chef de Partie - Stage;19/04/2018 16:59
1993;Aide Responsable en Ressources Humaines;20/04/2018 14:03
1994;Stagiaire en service commerciale;20/04/2018 14:03
1995;COMMANDE RESEAU ;20/04/2018 22:20
1996;SERVICES CLIENTELES;20/04/2018 22:20
1997;SERVICE ACCUEIL ET ADMINISTRATION;20/04/2018 22:20
1998;STAGIAIRE EN DIM;20/04/2018 22:20
1999;ANIMATRICE DE VENTE ET MERCHANTE SHOP;20/04/2018 22:20
2000;Formateur et educateur en informatique et MathematiqueS;23/04/2018 15:23
2001;Moniteur;23/04/2018 15:31
2002;Superviseur de chantier, Conducteur de travaux et Responsable de magasin;23/04/2018 15:31
2003;Institutrice primaire;24/04/2018 11:10
2004;AGENT DU TERRAIN;24/04/2018 12:50
2005;STAGE TECHNICIEN SUR LES CULTURES DE CEREALE;24/04/2018 12:50
2006;Responsable marketing et mobile banking;24/04/2018 14:57
2007;Maintenance electricien;24/04/2018 22:53
2008;ASSISTANT ASSURANCE QUALITE;25/04/2018 11:08
2009;Chargée de Veille Média(Audio);25/04/2018 13:58
2010;Confection et vente de produits de maroquinerie ;25/04/2018 14:20
2011;Collecteur;26/04/2018 11:03
2012;Mémoriste;27/04/2018 09:10
2013;Stagiaire Agent de Maintenance;27/04/2018 09:10
2014;Mémoriste - Apprenti stagiaire;27/04/2018 09:10
2015;Travailleur indépendant en installation Photovoltaique et domestique;27/04/2018 09:10
2016;assistante marketing;27/04/2018 09:52
2017;"Assistante dentiste ; Accueil ; Caisse";27/04/2018 09:55
2018;Stagiaire Responsable rayon;27/04/2018 15:32
2019;preparateur de commande ;28/04/2018 14:44
2020;chargée de controle et suivi engagement ;29/04/2018 17:30
2021;Chrgée d'affaires entreprises;29/04/2018 17:30
2022;Marketing & Executive;30/04/2018 21:40
2023;OPERATEUR DE RECHERCHE;02/05/2018 09:13
2024;TELECONSEILLER FRANCOPHONE ;02/05/2018 09:13
2025;Coordinateur;02/05/2018 09:13
2026;Assistant de recherche/ Consultant;02/05/2018 09:59
2027;Assistant de recherche et Enquêteur temporaire;02/05/2018 10:04
2028;stage de benevolat;02/05/2018 10:17
2029;caisier ,vendeur et magasinier;02/05/2018 11:22
2030;technicien et animateur;02/05/2018 17:10
2031;entreneur;02/05/2018 17:10
2032;CRH;03/05/2018 10:07
2033;Stagiaire en conseiller clientéle;03/05/2018 12:43
2034;Stagiaire marketing;03/05/2018 12:43
2035;Conseiller - Psychologue du Travail;03/05/2018 14:07
2036;COP;03/05/2018 14:39
2037;Chargé de recrutement et formation ;03/05/2018 14:39
2038;Chargé de Mission ;03/05/2018 14:39
2039;Employé polyvalent ;03/05/2018 14:39
2040;Chargé d'enseignement vacataire ;03/05/2018 14:39
2041;Stagiaire au sein du Service Merchandising;03/05/2018 15:08
2042; Conseillère clientèle;03/05/2018 15:08
2043;Superviseur d'animation;03/05/2018 15:35
2044;Gestion en relation Client mail et appel;03/05/2018 16:43
2045;Responsable crédit;04/05/2018 17:28
2046;Assistante en communication interne;06/05/2018 22:33
2047;Aide institutrice;06/05/2018 22:33
2048;Professeur de la Comptabilité Générale  et Informatique  ;07/05/2018 09:07
2049;Professeur de la Comptabilité Générale  et Analytique ;07/05/2018 09:07
2050;Chargée d’étude;07/05/2018 10:05
2051;Esthéticienne;07/05/2018 11:44
2052;Conseillère de beauté;07/05/2018 11:44
2053;NOC;07/05/2018 11:44
2054;Comptables Confirmé;07/05/2018 11:52
2055;Comptable recouvreur;07/05/2018 11:52
2056;Chargée de Contrôle;07/05/2018 12:20
2057;Cadre Administrative Commerciale;07/05/2018 12:20
2058;assistante d'approvisionnement;07/05/2018 15:14
2059;agent administratif et transit ;08/05/2018 08:41
2060;Agent de transit import et export ;08/05/2018 08:41
2061;agent export;08/05/2018 08:41
2062;bibliothécaire;09/05/2018 13:00
2063;Maintenance informatique ;09/05/2018 19:55
2064;DELI CONTROLLER;10/05/2018 11:43
2065;DECLARANT EN DOUANE ET PASSEUR DE PIECES;10/05/2018 11:43
2066;DECLARANT EN DOUANE;10/05/2018 11:43
2067;CHEF DU DEPARTEMENT DE RESERVATION;10/05/2018 11:55
2068;Animateur chat;10/05/2018 14:20
2069;Transcripteur audio;10/05/2018 14:20
2070;CHEF DE CHAINE;11/05/2018 11:20
2071;gestion des stocks;13/05/2018 12:23
2072;vente pièces détachées automobile;14/05/2018 18:14
2073;assistante commerciale en ligne;15/05/2018 10:04
2074;Agent booking;15/05/2018 13:41
2075;Etude Marketing;15/05/2018 15:58
2076;Gestionnaire de Stocks ;15/05/2018 15:58
2077;Opérateur OCR ;16/05/2018 08:12
2078;Assistant responsable logistique ;16/05/2018 08:12
2079;Contrôleur qualité et PAOiste ;16/05/2018 08:12
2080;Responsable de cyber café;16/05/2018 08:12
2081;Technicien environnemental;16/05/2018 11:01
2082;Assistante de Direction en charge de Trafic des projets interne et Production ;16/05/2018 11:09
2083;Réviseur comptable;16/05/2018 12:03
2084;RESPONSABLE DE LA COMPTABILITE ET FINANCES;16/05/2018 12:34
